일시,지점,지점명,기온(°C),습도(%)
2024-01-01 00:00:00,131.0,청주,3.9,80.0
2024-01-01 00:15:00,131.0,,3.75,80.5
2024-01-01 00:30:00,131.0,,3.6,81.0
2024-01-01 00:45:00,131.0,,3.45,81.5
2024-01-01 01:00:00,131.0,청주,3.3,82.0
2024-01-01 01:15:00,131.0,,3.15,83.0
2024-01-01 01:30:00,131.0,,3.0,84.0
2024-01-01 01:45:00,131.0,,2.85,85.0
2024-01-01 02:00:00,131.0,청주,2.7,86.0
2024-01-01 02:15:00,131.0,,2.58,86.5
2024-01-01 02:30:00,131.0,,2.45,87.0
2024-01-01 02:45:00,131.0,,2.33,87.5
2024-01-01 03:00:00,131.0,청주,2.2,88.0
2024-01-01 03:15:00,131.0,,1.93,88.5
2024-01-01 03:30:00,131.0,,1.65,89.0
2024-01-01 03:45:00,131.0,,1.38,89.5
2024-01-01 04:00:00,131.0,청주,1.1,90.0
2024-01-01 04:15:00,131.0,,0.85,90.75
2024-01-01 04:30:00,131.0,,0.6,91.5
2024-01-01 04:45:00,131.0,,0.35,92.25
2024-01-01 05:00:00,131.0,청주,0.1,93.0
2024-01-01 05:15:00,131.0,,0.15,93.25
2024-01-01 05:30:00,131.0,,0.2,93.5
2024-01-01 05:45:00,131.0,,0.25,93.75
2024-01-01 06:00:00,131.0,청주,0.3,94.0
2024-01-01 06:15:00,131.0,,0.15,94.0
2024-01-01 06:30:00,131.0,,0.0,94.0
2024-01-01 06:45:00,131.0,,-0.15,94.0
2024-01-01 07:00:00,131.0,청주,-0.3,94.0
2024-01-01 07:15:00,131.0,,-0.35,94.25
2024-01-01 07:30:00,131.0,,-0.4,94.5
2024-01-01 07:45:00,131.0,,-0.45,94.75
2024-01-01 08:00:00,131.0,청주,-0.5,95.0
2024-01-01 08:15:00,131.0,,-0.42,95.0
2024-01-01 08:30:00,131.0,,-0.35,95.0
2024-01-01 08:45:00,131.0,,-0.28,95.0
2024-01-01 09:00:00,131.0,청주,-0.2,95.0
2024-01-01 09:15:00,131.0,,-0.12,95.0
2024-01-01 09:30:00,131.0,,-0.05,95.0
2024-01-01 09:45:00,131.0,,0.03,95.0
2024-01-01 10:00:00,131.0,청주,0.1,95.0
2024-01-01 10:15:00,131.0,,0.22,94.75
2024-01-01 10:30:00,131.0,,0.35,94.5
2024-01-01 10:45:00,131.0,,0.48,94.25
2024-01-01 11:00:00,131.0,청주,0.6,94.0
2024-01-01 11:15:00,131.0,,0.9,93.0
2024-01-01 11:30:00,131.0,,1.2,92.0
2024-01-01 11:45:00,131.0,,1.5,91.0
2024-01-01 12:00:00,131.0,청주,1.8,90.0
2024-01-01 12:15:00,131.0,,2.3,86.75
2024-01-01 12:30:00,131.0,,2.8,83.5
2024-01-01 12:45:00,131.0,,3.3,80.25
2024-01-01 13:00:00,131.0,청주,3.8,77.0
2024-01-01 13:15:00,131.0,,4.2,76.5
2024-01-01 13:30:00,131.0,,4.6,76.0
2024-01-01 13:45:00,131.0,,5.0,75.5
2024-01-01 14:00:00,131.0,청주,5.4,75.0
2024-01-01 14:15:00,131.0,,5.8,73.0
2024-01-01 14:30:00,131.0,,6.2,71.0
2024-01-01 14:45:00,131.0,,6.6,69.0
2024-01-01 15:00:00,131.0,청주,7.0,67.0
2024-01-01 15:15:00,131.0,,7.0,66.75
2024-01-01 15:30:00,131.0,,7.0,66.5
2024-01-01 15:45:00,131.0,,7.0,66.25
2024-01-01 16:00:00,131.0,청주,7.0,66.0
2024-01-01 16:15:00,131.0,,6.95,65.25
2024-01-01 16:30:00,131.0,,6.9,64.5
2024-01-01 16:45:00,131.0,,6.85,63.75
2024-01-01 17:00:00,131.0,청주,6.8,63.0
2024-01-01 17:15:00,131.0,,6.8,63.0
2024-01-01 17:30:00,131.0,,6.8,63.0
2024-01-01 17:45:00,131.0,,6.8,63.0
2024-01-01 18:00:00,131.0,청주,6.8,63.0
2024-01-01 18:15:00,131.0,,6.72,63.0
2024-01-01 18:30:00,131.0,,6.65,63.0
2024-01-01 18:45:00,131.0,,6.58,63.0
2024-01-01 19:00:00,131.0,청주,6.5,63.0
2024-01-01 19:15:00,131.0,,6.38,64.5
2024-01-01 19:30:00,131.0,,6.25,66.0
2024-01-01 19:45:00,131.0,,6.12,67.5
2024-01-01 20:00:00,131.0,청주,6.0,69.0
2024-01-01 20:15:00,131.0,,5.88,70.0
2024-01-01 20:30:00,131.0,,5.75,71.0
2024-01-01 20:45:00,131.0,,5.62,72.0
2024-01-01 21:00:00,131.0,청주,5.5,73.0
2024-01-01 21:15:00,131.0,,5.42,73.5
2024-01-01 21:30:00,131.0,,5.35,74.0
2024-01-01 21:45:00,131.0,,5.28,74.5
2024-01-01 22:00:00,131.0,청주,5.2,75.0
2024-01-01 22:15:00,131.0,,5.25,74.5
2024-01-01 22:30:00,131.0,,5.3,74.0
2024-01-01 22:45:00,131.0,,5.35,73.5
2024-01-01 23:00:00,131.0,청주,5.4,73.0
2024-01-01 23:15:00,131.0,,5.3,73.5
2024-01-01 23:30:00,131.0,,5.2,74.0
2024-01-01 23:45:00,131.0,,5.1,74.5
2024-01-02 00:00:00,131.0,청주,5.0,75.0
2024-01-02 00:15:00,131.0,,4.97,75.0
2024-01-02 00:30:00,131.0,,4.95,75.0
2024-01-02 00:45:00,131.0,,4.93,75.0
2024-01-02 01:00:00,131.0,청주,4.9,75.0
2024-01-02 01:15:00,131.0,,4.85,75.25
2024-01-02 01:30:00,131.0,,4.8,75.5
2024-01-02 01:45:00,131.0,,4.75,75.75
2024-01-02 02:00:00,131.0,청주,4.7,76.0
2024-01-02 02:15:00,131.0,,4.68,75.5
2024-01-02 02:30:00,131.0,,4.65,75.0
2024-01-02 02:45:00,131.0,,4.62,74.5
2024-01-02 03:00:00,131.0,청주,4.6,74.0
2024-01-02 03:15:00,131.0,,4.57,74.25
2024-01-02 03:30:00,131.0,,4.55,74.5
2024-01-02 03:45:00,131.0,,4.53,74.75
2024-01-02 04:00:00,131.0,청주,4.5,75.0
2024-01-02 04:15:00,131.0,,4.47,74.75
2024-01-02 04:30:00,131.0,,4.45,74.5
2024-01-02 04:45:00,131.0,,4.43,74.25
2024-01-02 05:00:00,131.0,청주,4.4,74.0
2024-01-02 05:15:00,131.0,,4.32,74.5
2024-01-02 05:30:00,131.0,,4.25,75.0
2024-01-02 05:45:00,131.0,,4.18,75.5
2024-01-02 06:00:00,131.0,청주,4.1,76.0
2024-01-02 06:15:00,131.0,,4.12,76.0
2024-01-02 06:30:00,131.0,,4.15,76.0
2024-01-02 06:45:00,131.0,,4.18,76.0
2024-01-02 07:00:00,131.0,청주,4.2,76.0
2024-01-02 07:15:00,131.0,,4.22,76.0
2024-01-02 07:30:00,131.0,,4.25,76.0
2024-01-02 07:45:00,131.0,,4.28,76.0
2024-01-02 08:00:00,131.0,청주,4.3,76.0
2024-01-02 08:15:00,131.0,,4.35,75.75
2024-01-02 08:30:00,131.0,,4.4,75.5
2024-01-02 08:45:00,131.0,,4.45,75.25
2024-01-02 09:00:00,131.0,청주,4.5,75.0
2024-01-02 09:15:00,131.0,,4.5,75.5
2024-01-02 09:30:00,131.0,,4.5,76.0
2024-01-02 09:45:00,131.0,,4.5,76.5
2024-01-02 10:00:00,131.0,청주,4.5,77.0
2024-01-02 10:15:00,131.0,,4.55,77.25
2024-01-02 10:30:00,131.0,,4.6,77.5
2024-01-02 10:45:00,131.0,,4.65,77.75
2024-01-02 11:00:00,131.0,청주,4.7,78.0
2024-01-02 11:15:00,131.0,,4.95,75.25
2024-01-02 11:30:00,131.0,,5.2,72.5
2024-01-02 11:45:00,131.0,,5.45,69.75
2024-01-02 12:00:00,131.0,청주,5.7,67.0
2024-01-02 12:15:00,131.0,,5.68,68.0
2024-01-02 12:30:00,131.0,,5.65,69.0
2024-01-02 12:45:00,131.0,,5.62,70.0
2024-01-02 13:00:00,131.0,청주,5.6,71.0
2024-01-02 13:15:00,131.0,,5.68,70.25
2024-01-02 13:30:00,131.0,,5.75,69.5
2024-01-02 13:45:00,131.0,,5.82,68.75
2024-01-02 14:00:00,131.0,청주,5.9,68.0
2024-01-02 14:15:00,131.0,,5.9,67.5
2024-01-02 14:30:00,131.0,,5.9,67.0
2024-01-02 14:45:00,131.0,,5.9,66.5
2024-01-02 15:00:00,131.0,청주,5.9,66.0
2024-01-02 15:15:00,131.0,,5.8,66.0
2024-01-02 15:30:00,131.0,,5.7,66.0
2024-01-02 15:45:00,131.0,,5.6,66.0
2024-01-02 16:00:00,131.0,청주,5.5,66.0
2024-01-02 16:15:00,131.0,,5.38,66.0
2024-01-02 16:30:00,131.0,,5.25,66.0
2024-01-02 16:45:00,131.0,,5.12,66.0
2024-01-02 17:00:00,131.0,청주,5.0,66.0
2024-01-02 17:15:00,131.0,,4.85,66.25
2024-01-02 17:30:00,131.0,,4.7,66.5
2024-01-02 17:45:00,131.0,,4.55,66.75
2024-01-02 18:00:00,131.0,청주,4.4,67.0
2024-01-02 18:15:00,131.0,,4.38,67.0
2024-01-02 18:30:00,131.0,,4.35,67.0
2024-01-02 18:45:00,131.0,,4.32,67.0
2024-01-02 19:00:00,131.0,청주,4.3,67.0
2024-01-02 19:15:00,131.0,,4.15,66.5
2024-01-02 19:30:00,131.0,,4.0,66.0
2024-01-02 19:45:00,131.0,,3.85,65.5
2024-01-02 20:00:00,131.0,청주,3.7,65.0
2024-01-02 20:15:00,131.0,,3.65,65.5
2024-01-02 20:30:00,131.0,,3.6,66.0
2024-01-02 20:45:00,131.0,,3.55,66.5
2024-01-02 21:00:00,131.0,청주,3.5,67.0
2024-01-02 21:15:00,131.0,,3.42,67.25
2024-01-02 21:30:00,131.0,,3.35,67.5
2024-01-02 21:45:00,131.0,,3.28,67.75
2024-01-02 22:00:00,131.0,청주,3.2,68.0
2024-01-02 22:15:00,131.0,,3.12,68.5
2024-01-02 22:30:00,131.0,,3.05,69.0
2024-01-02 22:45:00,131.0,,2.98,69.5
2024-01-02 23:00:00,131.0,청주,2.9,70.0
2024-01-02 23:15:00,131.0,,2.8,69.75
2024-01-02 23:30:00,131.0,,2.7,69.5
2024-01-02 23:45:00,131.0,,2.6,69.25
2024-01-03 00:00:00,131.0,청주,2.5,69.0
2024-01-03 00:15:00,131.0,,2.48,69.75
2024-01-03 00:30:00,131.0,,2.45,70.5
2024-01-03 00:45:00,131.0,,2.42,71.25
2024-01-03 01:00:00,131.0,청주,2.4,72.0
2024-01-03 01:15:00,131.0,,2.4,71.0
2024-01-03 01:30:00,131.0,,2.4,70.0
2024-01-03 01:45:00,131.0,,2.4,69.0
2024-01-03 02:00:00,131.0,청주,2.4,68.0
2024-01-03 02:15:00,131.0,,2.35,68.5
2024-01-03 02:30:00,131.0,,2.3,69.0
2024-01-03 02:45:00,131.0,,2.25,69.5
2024-01-03 03:00:00,131.0,청주,2.2,70.0
2024-01-03 03:15:00,131.0,,2.2,70.25
2024-01-03 03:30:00,131.0,,2.2,70.5
2024-01-03 03:45:00,131.0,,2.2,70.75
2024-01-03 04:00:00,131.0,청주,2.2,71.0
2024-01-03 04:15:00,131.0,,2.2,70.5
2024-01-03 04:30:00,131.0,,2.2,70.0
2024-01-03 04:45:00,131.0,,2.2,69.5
2024-01-03 05:00:00,131.0,청주,2.2,69.0
2024-01-03 05:15:00,131.0,,2.2,69.5
2024-01-03 05:30:00,131.0,,2.2,70.0
2024-01-03 05:45:00,131.0,,2.2,70.5
2024-01-03 06:00:00,131.0,청주,2.2,71.0
2024-01-03 06:15:00,131.0,,2.08,72.25
2024-01-03 06:30:00,131.0,,1.95,73.5
2024-01-03 06:45:00,131.0,,1.82,74.75
2024-01-03 07:00:00,131.0,청주,1.7,76.0
2024-01-03 07:15:00,131.0,,1.7,76.0
2024-01-03 07:30:00,131.0,,1.7,76.0
2024-01-03 07:45:00,131.0,,1.7,76.0
2024-01-03 08:00:00,131.0,청주,1.7,76.0
2024-01-03 08:15:00,131.0,,1.78,75.0
2024-01-03 08:30:00,131.0,,1.85,74.0
2024-01-03 08:45:00,131.0,,1.92,73.0
2024-01-03 09:00:00,131.0,청주,2.0,72.0
2024-01-03 09:15:00,131.0,,2.1,72.0
2024-01-03 09:30:00,131.0,,2.2,72.0
2024-01-03 09:45:00,131.0,,2.3,72.0
2024-01-03 10:00:00,131.0,청주,2.4,72.0
2024-01-03 10:15:00,131.0,,2.65,71.5
2024-01-03 10:30:00,131.0,,2.9,71.0
2024-01-03 10:45:00,131.0,,3.15,70.5
2024-01-03 11:00:00,131.0,청주,3.4,70.0
2024-01-03 11:15:00,131.0,,3.72,67.75
2024-01-03 11:30:00,131.0,,4.05,65.5
2024-01-03 11:45:00,131.0,,4.38,63.25
2024-01-03 12:00:00,131.0,청주,4.7,61.0
2024-01-03 12:15:00,131.0,,4.6,62.0
2024-01-03 12:30:00,131.0,,4.5,63.0
2024-01-03 12:45:00,131.0,,4.4,64.0
2024-01-03 13:00:00,131.0,청주,4.3,65.0
2024-01-03 13:15:00,131.0,,4.22,67.0
2024-01-03 13:30:00,131.0,,4.15,69.0
2024-01-03 13:45:00,131.0,,4.08,71.0
2024-01-03 14:00:00,131.0,청주,4.0,73.0
2024-01-03 14:15:00,131.0,,4.22,71.0
2024-01-03 14:30:00,131.0,,4.45,69.0
2024-01-03 14:45:00,131.0,,4.68,67.0
2024-01-03 15:00:00,131.0,청주,4.9,65.0
2024-01-03 15:15:00,131.0,,4.48,69.25
2024-01-03 15:30:00,131.0,,4.05,73.5
2024-01-03 15:45:00,131.0,,3.62,77.75
2024-01-03 16:00:00,131.0,청주,3.2,82.0
2024-01-03 16:15:00,131.0,,3.25,82.0
2024-01-03 16:30:00,131.0,,3.3,82.0
2024-01-03 16:45:00,131.0,,3.35,82.0
2024-01-03 17:00:00,131.0,청주,3.4,82.0
2024-01-03 17:15:00,131.0,,3.05,83.0
2024-01-03 17:30:00,131.0,,2.7,84.0
2024-01-03 17:45:00,131.0,,2.35,85.0
2024-01-03 18:00:00,131.0,청주,2.0,86.0
2024-01-03 18:15:00,131.0,,2.0,86.0
2024-01-03 18:30:00,131.0,,2.0,86.0
2024-01-03 18:45:00,131.0,,2.0,86.0
2024-01-03 19:00:00,131.0,청주,2.0,86.0
2024-01-03 19:15:00,131.0,,2.05,85.5
2024-01-03 19:30:00,131.0,,2.1,85.0
2024-01-03 19:45:00,131.0,,2.15,84.5
2024-01-03 20:00:00,131.0,청주,2.2,84.0
2024-01-03 20:15:00,131.0,,2.2,83.5
2024-01-03 20:30:00,131.0,,2.2,83.0
2024-01-03 20:45:00,131.0,,2.2,82.5
2024-01-03 21:00:00,131.0,청주,2.2,82.0
2024-01-03 21:15:00,131.0,,2.08,81.5
2024-01-03 21:30:00,131.0,,1.95,81.0
2024-01-03 21:45:00,131.0,,1.82,80.5
2024-01-03 22:00:00,131.0,청주,1.7,80.0
2024-01-03 22:15:00,131.0,,1.65,79.25
2024-01-03 22:30:00,131.0,,1.6,78.5
2024-01-03 22:45:00,131.0,,1.55,77.75
2024-01-03 23:00:00,131.0,청주,1.5,77.0
2024-01-03 23:15:00,131.0,,1.27,76.75
2024-01-03 23:30:00,131.0,,1.05,76.5
2024-01-03 23:45:00,131.0,,0.82,76.25
2024-01-04 00:00:00,131.0,청주,0.6,76.0
2024-01-04 00:15:00,131.0,,0.52,74.25
2024-01-04 00:30:00,131.0,,0.45,72.5
2024-01-04 00:45:00,131.0,,0.38,70.75
2024-01-04 01:00:00,131.0,청주,0.3,69.0
2024-01-04 01:15:00,131.0,,0.3,68.5
2024-01-04 01:30:00,131.0,,0.3,68.0
2024-01-04 01:45:00,131.0,,0.3,67.5
2024-01-04 02:00:00,131.0,청주,0.3,67.0
2024-01-04 02:15:00,131.0,,0.08,69.0
2024-01-04 02:30:00,131.0,,-0.15,71.0
2024-01-04 02:45:00,131.0,,-0.37,73.0
2024-01-04 03:00:00,131.0,청주,-0.6,75.0
2024-01-04 03:15:00,131.0,,-0.68,76.0
2024-01-04 03:30:00,131.0,,-0.75,77.0
2024-01-04 03:45:00,131.0,,-0.82,78.0
2024-01-04 04:00:00,131.0,청주,-0.9,79.0
2024-01-04 04:15:00,131.0,,-1.0,80.0
2024-01-04 04:30:00,131.0,,-1.1,81.0
2024-01-04 04:45:00,131.0,,-1.2,82.0
2024-01-04 05:00:00,131.0,청주,-1.3,83.0
2024-01-04 05:15:00,131.0,,-1.45,83.5
2024-01-04 05:30:00,131.0,,-1.6,84.0
2024-01-04 05:45:00,131.0,,-1.75,84.5
2024-01-04 06:00:00,131.0,청주,-1.9,85.0
2024-01-04 06:15:00,131.0,,-1.85,84.75
2024-01-04 06:30:00,131.0,,-1.8,84.5
2024-01-04 06:45:00,131.0,,-1.75,84.25
2024-01-04 07:00:00,131.0,청주,-1.7,84.0
2024-01-04 07:15:00,131.0,,-1.75,83.25
2024-01-04 07:30:00,131.0,,-1.8,82.5
2024-01-04 07:45:00,131.0,,-1.85,81.75
2024-01-04 08:00:00,131.0,청주,-1.9,81.0
2024-01-04 08:15:00,131.0,,-1.8,81.5
2024-01-04 08:30:00,131.0,,-1.7,82.0
2024-01-04 08:45:00,131.0,,-1.6,82.5
2024-01-04 09:00:00,131.0,청주,-1.5,83.0
2024-01-04 09:15:00,131.0,,-1.1,82.0
2024-01-04 09:30:00,131.0,,-0.7,81.0
2024-01-04 09:45:00,131.0,,-0.3,80.0
2024-01-04 10:00:00,131.0,청주,0.1,79.0
2024-01-04 10:15:00,131.0,,0.48,78.0
2024-01-04 10:30:00,131.0,,0.85,77.0
2024-01-04 10:45:00,131.0,,1.23,76.0
2024-01-04 11:00:00,131.0,청주,1.6,75.0
2024-01-04 11:15:00,131.0,,2.12,70.75
2024-01-04 11:30:00,131.0,,2.65,66.5
2024-01-04 11:45:00,131.0,,3.18,62.25
2024-01-04 12:00:00,131.0,청주,3.7,58.0
2024-01-04 12:15:00,131.0,,3.8,57.0
2024-01-04 12:30:00,131.0,,3.9,56.0
2024-01-04 12:45:00,131.0,,4.0,55.0
2024-01-04 13:00:00,131.0,청주,4.1,54.0
2024-01-04 13:15:00,131.0,,4.4,53.5
2024-01-04 13:30:00,131.0,,4.7,53.0
2024-01-04 13:45:00,131.0,,5.0,52.5
2024-01-04 14:00:00,131.0,청주,5.3,52.0
2024-01-04 14:15:00,131.0,,5.4,52.5
2024-01-04 14:30:00,131.0,,5.5,53.0
2024-01-04 14:45:00,131.0,,5.6,53.5
2024-01-04 15:00:00,131.0,청주,5.7,54.0
2024-01-04 15:15:00,131.0,,5.68,54.0
2024-01-04 15:30:00,131.0,,5.65,54.0
2024-01-04 15:45:00,131.0,,5.62,54.0
2024-01-04 16:00:00,131.0,청주,5.6,54.0
2024-01-04 16:15:00,131.0,,5.57,54.25
2024-01-04 16:30:00,131.0,,5.55,54.5
2024-01-04 16:45:00,131.0,,5.52,54.75
2024-01-04 17:00:00,131.0,청주,5.5,55.0
2024-01-04 17:15:00,131.0,,5.38,55.5
2024-01-04 17:30:00,131.0,,5.25,56.0
2024-01-04 17:45:00,131.0,,5.12,56.5
2024-01-04 18:00:00,131.0,청주,5.0,57.0
2024-01-04 18:15:00,131.0,,4.9,57.25
2024-01-04 18:30:00,131.0,,4.8,57.5
2024-01-04 18:45:00,131.0,,4.7,57.75
2024-01-04 19:00:00,131.0,청주,4.6,58.0
2024-01-04 19:15:00,131.0,,4.45,58.75
2024-01-04 19:30:00,131.0,,4.3,59.5
2024-01-04 19:45:00,131.0,,4.15,60.25
2024-01-04 20:00:00,131.0,청주,4.0,61.0
2024-01-04 20:15:00,131.0,,3.72,62.25
2024-01-04 20:30:00,131.0,,3.45,63.5
2024-01-04 20:45:00,131.0,,3.18,64.75
2024-01-04 21:00:00,131.0,청주,2.9,66.0
2024-01-04 21:15:00,131.0,,2.9,66.25
2024-01-04 21:30:00,131.0,,2.9,66.5
2024-01-04 21:45:00,131.0,,2.9,66.75
2024-01-04 22:00:00,131.0,청주,2.9,67.0
2024-01-04 22:15:00,131.0,,2.88,67.5
2024-01-04 22:30:00,131.0,,2.85,68.0
2024-01-04 22:45:00,131.0,,2.82,68.5
2024-01-04 23:00:00,131.0,청주,2.8,69.0
2024-01-04 23:15:00,131.0,,2.78,69.25
2024-01-04 23:30:00,131.0,,2.75,69.5
2024-01-04 23:45:00,131.0,,2.72,69.75
2024-01-05 00:00:00,131.0,청주,2.7,70.0
2024-01-05 00:15:00,131.0,,2.53,71.25
2024-01-05 00:30:00,131.0,,2.35,72.5
2024-01-05 00:45:00,131.0,,2.17,73.75
2024-01-05 01:00:00,131.0,청주,2.0,75.0
2024-01-05 01:15:00,131.0,,1.95,75.25
2024-01-05 01:30:00,131.0,,1.9,75.5
2024-01-05 01:45:00,131.0,,1.85,75.75
2024-01-05 02:00:00,131.0,청주,1.8,76.0
2024-01-05 02:15:00,131.0,,1.75,76.25
2024-01-05 02:30:00,131.0,,1.7,76.5
2024-01-05 02:45:00,131.0,,1.65,76.75
2024-01-05 03:00:00,131.0,청주,1.6,77.0
2024-01-05 03:15:00,131.0,,1.68,77.0
2024-01-05 03:30:00,131.0,,1.75,77.0
2024-01-05 03:45:00,131.0,,1.82,77.0
2024-01-05 04:00:00,131.0,청주,1.9,77.0
2024-01-05 04:15:00,131.0,,1.75,77.5
2024-01-05 04:30:00,131.0,,1.6,78.0
2024-01-05 04:45:00,131.0,,1.45,78.5
2024-01-05 05:00:00,131.0,청주,1.3,79.0
2024-01-05 05:15:00,131.0,,1.4,79.0
2024-01-05 05:30:00,131.0,,1.5,79.0
2024-01-05 05:45:00,131.0,,1.6,79.0
2024-01-05 06:00:00,131.0,청주,1.7,79.0
2024-01-05 06:15:00,131.0,,1.88,78.75
2024-01-05 06:30:00,131.0,,2.05,78.5
2024-01-05 06:45:00,131.0,,2.22,78.25
2024-01-05 07:00:00,131.0,청주,2.4,78.0
2024-01-05 07:15:00,131.0,,2.55,77.75
2024-01-05 07:30:00,131.0,,2.7,77.5
2024-01-05 07:45:00,131.0,,2.85,77.25
2024-01-05 08:00:00,131.0,청주,3.0,77.0
2024-01-05 08:15:00,131.0,,3.25,76.5
2024-01-05 08:30:00,131.0,,3.5,76.0
2024-01-05 08:45:00,131.0,,3.75,75.5
2024-01-05 09:00:00,131.0,청주,4.0,75.0
2024-01-05 09:15:00,131.0,,4.12,75.0
2024-01-05 09:30:00,131.0,,4.25,75.0
2024-01-05 09:45:00,131.0,,4.38,75.0
2024-01-05 10:00:00,131.0,청주,4.5,75.0
2024-01-05 10:15:00,131.0,,4.65,75.25
2024-01-05 10:30:00,131.0,,4.8,75.5
2024-01-05 10:45:00,131.0,,4.95,75.75
2024-01-05 11:00:00,131.0,청주,5.1,76.0
2024-01-05 11:15:00,131.0,,5.42,75.25
2024-01-05 11:30:00,131.0,,5.75,74.5
2024-01-05 11:45:00,131.0,,6.08,73.75
2024-01-05 12:00:00,131.0,청주,6.4,73.0
2024-01-05 12:15:00,131.0,,6.8,72.0
2024-01-05 12:30:00,131.0,,7.2,71.0
2024-01-05 12:45:00,131.0,,7.6,70.0
2024-01-05 13:00:00,131.0,청주,8.0,69.0
2024-01-05 13:15:00,131.0,,8.32,68.0
2024-01-05 13:30:00,131.0,,8.65,67.0
2024-01-05 13:45:00,131.0,,8.98,66.0
2024-01-05 14:00:00,131.0,청주,9.3,65.0
2024-01-05 14:15:00,131.0,,9.38,64.25
2024-01-05 14:30:00,131.0,,9.45,63.5
2024-01-05 14:45:00,131.0,,9.52,62.75
2024-01-05 15:00:00,131.0,청주,9.6,62.0
2024-01-05 15:15:00,131.0,,9.6,62.0
2024-01-05 15:30:00,131.0,,9.6,62.0
2024-01-05 15:45:00,131.0,,9.6,62.0
2024-01-05 16:00:00,131.0,청주,9.6,62.0
2024-01-05 16:15:00,131.0,,9.48,62.75
2024-01-05 16:30:00,131.0,,9.35,63.5
2024-01-05 16:45:00,131.0,,9.22,64.25
2024-01-05 17:00:00,131.0,청주,9.1,65.0
2024-01-05 17:15:00,131.0,,8.9,64.0
2024-01-05 17:30:00,131.0,,8.7,63.0
2024-01-05 17:45:00,131.0,,8.5,62.0
2024-01-05 18:00:00,131.0,청주,8.3,61.0
2024-01-05 18:15:00,131.0,,8.15,61.5
2024-01-05 18:30:00,131.0,,8.0,62.0
2024-01-05 18:45:00,131.0,,7.85,62.5
2024-01-05 19:00:00,131.0,청주,7.7,63.0
2024-01-05 19:15:00,131.0,,7.55,63.5
2024-01-05 19:30:00,131.0,,7.4,64.0
2024-01-05 19:45:00,131.0,,7.25,64.5
2024-01-05 20:00:00,131.0,청주,7.1,65.0
2024-01-05 20:15:00,131.0,,6.72,67.0
2024-01-05 20:30:00,131.0,,6.35,69.0
2024-01-05 20:45:00,131.0,,5.98,71.0
2024-01-05 21:00:00,131.0,청주,5.6,73.0
2024-01-05 21:15:00,131.0,,5.35,74.25
2024-01-05 21:30:00,131.0,,5.1,75.5
2024-01-05 21:45:00,131.0,,4.85,76.75
2024-01-05 22:00:00,131.0,청주,4.6,78.0
2024-01-05 22:15:00,131.0,,4.47,77.75
2024-01-05 22:30:00,131.0,,4.35,77.5
2024-01-05 22:45:00,131.0,,4.22,77.25
2024-01-05 23:00:00,131.0,청주,4.1,77.0
2024-01-05 23:15:00,131.0,,3.82,78.25
2024-01-05 23:30:00,131.0,,3.55,79.5
2024-01-05 23:45:00,131.0,,3.28,80.75
2024-01-06 00:00:00,131.0,청주,3.0,82.0
2024-01-06 00:15:00,131.0,,3.0,80.25
2024-01-06 00:30:00,131.0,,3.0,78.5
2024-01-06 00:45:00,131.0,,3.0,76.75
2024-01-06 01:00:00,131.0,청주,3.0,75.0
2024-01-06 01:15:00,131.0,,2.8,75.25
2024-01-06 01:30:00,131.0,,2.6,75.5
2024-01-06 01:45:00,131.0,,2.4,75.75
2024-01-06 02:00:00,131.0,청주,2.2,76.0
2024-01-06 02:15:00,131.0,,2.08,75.75
2024-01-06 02:30:00,131.0,,1.95,75.5
2024-01-06 02:45:00,131.0,,1.82,75.25
2024-01-06 03:00:00,131.0,청주,1.7,75.0
2024-01-06 03:15:00,131.0,,1.65,74.75
2024-01-06 03:30:00,131.0,,1.6,74.5
2024-01-06 03:45:00,131.0,,1.55,74.25
2024-01-06 04:00:00,131.0,청주,1.5,74.0
2024-01-06 04:15:00,131.0,,1.4,73.75
2024-01-06 04:30:00,131.0,,1.3,73.5
2024-01-06 04:45:00,131.0,,1.2,73.25
2024-01-06 05:00:00,131.0,청주,1.1,73.0
2024-01-06 05:15:00,131.0,,0.9,73.5
2024-01-06 05:30:00,131.0,,0.7,74.0
2024-01-06 05:45:00,131.0,,0.5,74.5
2024-01-06 06:00:00,131.0,청주,0.3,75.0
2024-01-06 06:15:00,131.0,,0.22,75.25
2024-01-06 06:30:00,131.0,,0.15,75.5
2024-01-06 06:45:00,131.0,,0.08,75.75
2024-01-06 07:00:00,131.0,청주,0.0,76.0
2024-01-06 07:15:00,131.0,,-0.08,75.75
2024-01-06 07:30:00,131.0,,-0.15,75.5
2024-01-06 07:45:00,131.0,,-0.22,75.25
2024-01-06 08:00:00,131.0,청주,-0.3,75.0
2024-01-06 08:15:00,131.0,,-0.1,73.75
2024-01-06 08:30:00,131.0,,0.1,72.5
2024-01-06 08:45:00,131.0,,0.3,71.25
2024-01-06 09:00:00,131.0,청주,0.5,70.0
2024-01-06 09:15:00,131.0,,0.78,66.75
2024-01-06 09:30:00,131.0,,1.05,63.5
2024-01-06 09:45:00,131.0,,1.33,60.25
2024-01-06 10:00:00,131.0,청주,1.6,57.0
2024-01-06 10:15:00,131.0,,2.0,55.25
2024-01-06 10:30:00,131.0,,2.4,53.5
2024-01-06 10:45:00,131.0,,2.8,51.75
2024-01-06 11:00:00,131.0,청주,3.2,50.0
